 ,Greedy,WeightedA*,A*,Dijkstras, ,Greedy,WeightedA*,A*,Dijkstras
Time:,1.3175806999206543,1.5963902473449707,3.6165032386779785,3.8348677158355713,Traffic:,220,220,220,220
Time:,1.367830753326416,1.645477056503296,3.6733851432800293,3.894336700439453,Traffic:,212,212,207,207
Time:,1.4127304553985596,1.6975908279418945,3.769052267074585,3.987053632736206,Traffic:,174,174,166,165
Time:,1.4398493766784668,1.7271149158477783,3.8238320350646973,4.047531604766846,Traffic:,101,101,94,94
Time:,1.4924876689910889,1.7809808254241943,3.92362904548645,4.156217336654663,Traffic:,203,203,190,190


Time:,0.002006053924560547,0.0027818679809570312,0.0013556480407714844,0.0013508796691894531,Traffic:,7,7,7,7
Time:,0.010268211364746094,0.010400056838989258,0.009100675582885742,0.01008462905883789,Traffic:,43,43,43,43
Time:,0.03858017921447754,0.05513882637023926,0.0549626350402832,0.05802583694458008,Traffic:,75,71,64,64
Time:,0.07249331474304199,0.0878899097442627,0.10176968574523926,0.11335015296936035,Traffic:,133,100,100,100
Time:,0.09883666038513184,0.12508082389831543,0.15093064308166504,0.16211509704589844,Traffic:,96,96,96,96
Time:,0.11849164962768555,0.14576387405395508,0.17757558822631836,0.19071316719055176,Traffic:,63,63,63,63
Time:,0.1569657325744629,0.18595170974731445,0.26242971420288086,0.27691221237182617,Traffic:,108,108,100,100
Time:,0.30071282386779785,0.5002946853637695,0.6325678825378418,0.6587440967559814,Traffic:,463,444,438,444
Time:,0.6642987728118896,0.9202117919921875,2.092484951019287,2.2157692909240723,Traffic:,664,599,583,583
Time:,0.685600757598877,0.9423549175262451,2.1316750049591064,2.257242202758789,Traffic:,80,80,80,80
Time:,1.211721658706665,1.545551061630249,3.1890921592712402,3.3637502193450928,Traffic:,307,213,188,188
Time:,1.3035964965820312,1.6350979804992676,3.287844181060791,3.462191104888916,Traffic:,162,162,162,162
Time:,1.3552749156951904,1.6850311756134033,3.3488712310791016,3.5260558128356934,Traffic:,186,186,186,186
Time:,1.4017839431762695,1.7455403804779053,3.441378116607666,3.619478702545166,Traffic:,184,184,166,166
Time:,1.4303216934204102,1.7723352909088135,3.489151954650879,3.68576979637146,Traffic:,84,84,84,84
Time:,1.4763875007629395,1.8194913864135742,3.5890841484069824,3.7934088706970215,Traffic:,185,185,173,173


