 ,Greedy,Uniform,A*,Dijkstras, ,Greedy,Uniform,A*,Dijkstras
Time:,0.0015888214111328125,0.001611948013305664,0.0013840198516845703,0.0023899078369140625,Traffic:,5,5,5,5
Time:,0.009694814682006836,0.009929180145263672,0.010338783264160156,0.010394096374511719,Traffic:,44,44,44,44
Time:,0.07187080383300781,0.0626821517944336,0.059744834899902344,0.05984020233154297,Traffic:,63,56,56,58
Time:,0.10536575317382812,0.11728930473327637,0.11119365692138672,0.11407709121704102,Traffic:,119,84,84,84
Time:,0.13134145736694336,0.16304230690002441,0.1588728427886963,0.1606581211090088,Traffic:,103,103,103,103
Time:,0.15235042572021484,0.1945044994354248,0.19018983840942383,0.19185400009155273,Traffic:,88,88,88,88
Time:,0.19248628616333008,0.28423047065734863,0.2813868522644043,0.2817966938018799,Traffic:,142,140,140,140
Time:,0.3281853199005127,0.6710984706878662,0.6587910652160645,0.6712367534637451,Traffic:,430,388,389,388
Time:,0.6912720203399658,2.4390475749969482,2.353015184402466,2.452650785446167,Traffic:,682,586,586,586
Time:,0.7131571769714355,2.472165584564209,2.383202075958252,2.488398551940918,Traffic:,63,53,53,53
Time:,1.2350342273712158,3.7290515899658203,3.6812679767608643,4.078669548034668,Traffic:,359,205,205,205
Time:,1.3420119285583496,3.8339996337890625,3.78578519821167,4.181288480758667,Traffic:,207,207,207,207
Time:,1.39162278175354,3.899979591369629,3.8475072383880615,4.2444164752960205,Traffic:,214,213,213,213
Time:,1.4341397285461426,3.994518756866455,3.9389452934265137,4.3477623462677,Traffic:,147,140,141,140
Time:,1.4643933773040771,4.051482915878296,3.9930834770202637,4.404237270355225,Traffic:,92,92,92,92
Time:,1.518111228942871,4.156618595123291,4.090846300125122,4.516589403152466,Traffic:,152,143,143,143


Time:,0.0016939640045166016,0.0014221668243408203,0.0015969276428222656,0.0013630390167236328,Traffic:,14,14,14,14
Time:,0.011633872985839844,0.011246204376220703,0.01134800910949707,0.011011838912963867,Traffic:,33,33,33,33
Time:,0.0800628662109375,0.06697821617126465,0.06328511238098145,0.06418704986572266,Traffic:,73,60,60,60
Time:,0.12305164337158203,0.12116408348083496,0.11553621292114258,0.12103796005249023,Traffic:,108,106,106,106
Time:,0.15185260772705078,0.16906309127807617,0.16527795791625977,0.17078208923339844,Traffic:,92,92,92,92
Time:,0.1703963279724121,0.1985762119293213,0.1962599754333496,0.20337891578674316,Traffic:,73,73,73,73
Time:,0.2098391056060791,0.296905517578125,0.29238319396972656,0.2992136478424072,Traffic:,142,135,135,135
Time:,0.34530210494995117,0.7401406764984131,0.7598841190338135,0.735278844833374,Traffic:,407,394,394,394
Time:,0.78338623046875,2.404371500015259,2.408344268798828,2.3087518215179443,Traffic:,705,580,580,580
Time:,0.804314136505127,2.4447085857391357,2.4465653896331787,2.3478376865386963,Traffic:,81,77,77,77
Time:,1.3175301551818848,3.370332717895508,3.317782402038574,3.326784610748291,Traffic:,307,165,165,168
Time:,1.4082653522491455,3.471247911453247,3.419860363006592,3.4291465282440186,Traffic:,188,188,188,188
Time:,1.4559111595153809,3.532201051712036,3.4811644554138184,3.491640567779541,Traffic:,230,230,230,230
Time:,1.515928030014038,3.6409199237823486,3.587989330291748,3.6072185039520264,Traffic:,168,168,168,168
Time:,1.5437121391296387,3.6955580711364746,3.635587453842163,3.6615302562713623,Traffic:,92,92,92,92
Time:,1.5935263633728027,3.778217077255249,3.707695484161377,3.743644952774048,Traffic:,178,160,160,160


Time:,0.0017230510711669922,0.0015361309051513672,0.0014939308166503906,0.001390695571899414,Traffic:,3,3,3,3
Time:,0.010698080062866211,0.009858369827270508,0.009886026382446289,0.009584665298461914,Traffic:,31,31,31,31
Time:,0.07439017295837402,0.05818939208984375,0.052362680435180664,0.05534958839416504,Traffic:,41,41,41,41
Time:,0.1092381477355957,0.10574030876159668,0.10730671882629395,0.10896635055541992,Traffic:,122,92,92,92
Time:,0.1439521312713623,0.1818222999572754,0.17551255226135254,0.17423343658447266,Traffic:,96,96,96,96
Time:,0.1686849594116211,0.2191612720489502,0.2127823829650879,0.21065330505371094,Traffic:,65,65,65,65
Time:,0.21085119247436523,0.30882835388183594,0.2975494861602783,0.30014729499816895,Traffic:,136,133,133,133
Time:,0.3478891849517822,0.6946144104003906,0.6782722473144531,0.6863822937011719,Traffic:,437,396,396,396
Time:,0.7180321216583252,2.430523157119751,2.3023293018341064,2.47099232673645,Traffic:,650,568,568,568
Time:,0.7464051246643066,2.4769184589385986,2.3551924228668213,2.5274674892425537,Traffic:,78,73,73,73
Time:,1.4233689308166504,3.612131357192993,3.3404524326324463,3.5637283325195312,Traffic:,346,190,190,190
Time:,1.5146958827972412,3.7162041664123535,3.442779302597046,3.6639304161071777,Traffic:,200,200,200,200
Time:,1.5629146099090576,3.7802929878234863,3.505667209625244,3.7430427074432373,Traffic:,201,201,201,201
Time:,1.6116557121276855,3.8864738941192627,3.598083257675171,3.84718656539917,Traffic:,146,146,146,146
Time:,1.6415817737579346,3.9709360599517822,3.665555238723755,3.933469772338867,Traffic:,113,107,107,107
Time:,1.6884009838104248,4.085126876831055,3.7751832008361816,4.048826694488525,Traffic:,162,159,159,159


Time:,0.002496004104614258,0.0015659332275390625,0.001810312271118164,0.0014982223510742188,Traffic:,10,10,10,10
Time:,0.012019157409667969,0.010659933090209961,0.009840250015258789,0.009394407272338867,Traffic:,25,25,25,25
Time:,0.04144406318664551,0.06534481048583984,0.0627293586730957,0.05830240249633789,Traffic:,65,58,58,58
Time:,0.07525491714477539,0.12162089347839355,0.12398028373718262,0.11943745613098145,Traffic:,126,106,107,106
Time:,0.10786104202270508,0.18046164512634277,0.17439723014831543,0.18744325637817383,Traffic:,104,104,104,104
Time:,0.13071513175964355,0.22492551803588867,0.21773719787597656,0.23201751708984375,Traffic:,57,57,57,57
Time:,0.17592692375183105,0.32656264305114746,0.3130643367767334,0.3359694480895996,Traffic:,115,115,115,115
Time:,0.31594419479370117,0.7007427215576172,0.6903352737426758,0.7068710327148438,Traffic:,408,396,396,396
Time:,0.6792893409729004,2.3825275897979736,2.293091297149658,2.444025993347168,Traffic:,678,612,613,613
Time:,0.7009716033935547,2.4328274726867676,2.3408544063568115,2.4952938556671143,Traffic:,76,76,76,76
Time:,1.2233827114105225,3.6264305114746094,3.4865901470184326,3.6862876415252686,Traffic:,374,212,213,212
Time:,1.321610689163208,3.7314765453338623,3.5947580337524414,3.799360752105713,Traffic:,187,187,187,187
Time:,1.370255470275879,3.7954797744750977,3.657543659210205,3.8612828254699707,Traffic:,205,204,204,204
Time:,1.4144046306610107,3.8896210193634033,3.7482898235321045,3.951197862625122,Traffic:,177,177,177,177
Time:,1.4399847984313965,3.955657958984375,3.8062238693237305,4.019457817077637,Traffic:,107,106,106,106
Time:,1.489189624786377,4.041588068008423,3.885500907897949,4.1063127517700195,Traffic:,213,186,186,186


Time:,0.0016148090362548828,0.0011560916900634766,0.0011169910430908203,0.0017840862274169922,Traffic:,7,7,7,7
Time:,0.009246826171875,0.008157014846801758,0.008293867111206055,0.010437250137329102,Traffic:,48,48,48,48
Time:,0.03865480422973633,0.055303096771240234,0.05490279197692871,0.05675530433654785,Traffic:,72,63,63,63
Time:,0.07034087181091309,0.09750509262084961,0.09712958335876465,0.10124039649963379,Traffic:,124,80,80,80
Time:,0.09505009651184082,0.14645814895629883,0.14824247360229492,0.15113139152526855,Traffic:,113,113,113,113
Time:,0.11416912078857422,0.18077421188354492,0.18115949630737305,0.1843094825744629,Traffic:,83,83,83,83
Time:,0.15289807319641113,0.2668952941894531,0.2628922462463379,0.2738635540008545,Traffic:,134,132,132,132
Time:,0.2865469455718994,0.6382350921630859,0.6348843574523926,0.6475532054901123,Traffic:,386,374,374,374
Time:,0.6299769878387451,2.3340001106262207,2.2414355278015137,2.3657290935516357,Traffic:,682,609,609,609
